"","actor","location","start_date","end_date","ended","est_fat","org"
"1952","CMA","Mali","2013-02-23","2013-08-16",1,28,1
"1953","Comando Vermelho","Brazil","1999-09-03","2004-12-29",1,51,1
"1954","Comando Vermelho","Brazil","1999-09-03","2009-10-24",1,40,1
"1955","Sujeirinha gang","Brazil","1997-05-09","1999-12-25",1,30,1
"1956","Terceiro Comando Puro","Brazil","2004-07-14","2011-09-05",1,31,1
"1957","Burji, Gabra","Kenya","2013-07-15","2013-12-08",1,39,3
"1958","Los Caballeros Templarios","Mexico","2013-04-28","2013-11-16",1,38,1
"1959","Al-Saida","Yemen","2003-12-31","2004-12-03",1,28,3
"1960","Gulf Cartel - Villareal faction","Mexico","2013-03-10","2013-03-10",1,35,1
"1961","Sinaloa Cartel","Mexico","2013-04-21","2013-09-08",1,27,1
"1962","PYD","Syria","2013-08-02","2013-10-31",1,115,1
"1963","PYD","Syria","2013-01-19","2013-07-19",1,56,1
"1964","PYD","Syria","2013-01-26","2013-01-26",1,41,1
"1965","IS","Syria, Iraq","2013-07-07","",0,71,1
"1966","IS","Syria","2013-07-07","2014-12-18",1,49,1
"1967","PYD","Syria","2012-10-26","2013-07-19",1,34,1
"1968","Jabhat al-Akrad","Syria","2013-07-29","2013-07-29",1,34,1
"1969","PYD","Syria","2013-09-25","2014-08-12",1,39,1
"1970","PYD","Syria","2013-10-09","",0,1524,1
"1971","PYD","Syria","2013-10-09","2015-11-27",1,717,1
"1972","Jabhat Fateh al-Sham","Syria","2013-09-21","",0,736,1
"1973","Jabhat Fateh al-Sham","Syria","2013-09-21","",0,32,1
"1974","Jabhat Fateh al-Sham","Lebanon, Syria","2013-09-21","2016-11-11",1,124,1
"1975","Jukun","Nigeria","2014-04-15","",0,77,3
"1976","Jukun","Nigeria","2014-04-15","2015-06-17",1,27,3
"1977","Supporters of PDP","Nigeria","2014-06-20","2015-11-08",1,39,2
"1978","Groupe de Sécurité","DR Congo","2014-02-13","2014-02-13",1,70,1
"1979","Nubian Dabudiya","Egypt","2014-04-03","2014-06-26",1,28,3
"1980","Awlad Suleiman","Libya","2014-01-10","2014-06-01",1,34,3
"1981","Forces of the House of Representatives","Libya","2014-06-23","",0,802,1
"1982","Forces of the House of Representatives","Libya","2014-06-23","",0,428,1
"1983","Forces of the House of Representatives","Libya","2014-06-23","",0,230,1
"1984","Forces of the House of Representatives","Libya","2014-06-23","2017-12-31",1,378,1
"1985","Raia Mutomboki - Makombo","DR Congo","2014-10-29","2014-10-29",1,30,1
"1986","Batwa","DR Congo","2014-03-23","",0,573,3
"1987","Batwa","DR Congo","2014-03-23","2017-12-29",1,340,3
"1988","Supporters of Ukrainian unity","Ukraine","2014-05-02","2014-05-02",1,45,2
"1989","TTP-SM","Pakistan","2014-04-06","2014-06-18",1,128,1
"1990","JRTN","Iraq","2014-06-02","2014-07-04",1,64,1
"1991","IS","Lebanon","2014-01-02","2015-11-12",1,75,1
"1992","Zintan Military Council","Libya","2014-07-13","2014-08-19",1,191,1
"1993","Nande","DR Congo","2015-04-13","2016-12-22",1,58,3
"1994","Banyamulenge, Barundi","DR Congo","2013-08-15","2014-06-06",1,39,3
"1995","UPC","Central African Republic","2014-10-09","",0,33,1
"1996","UPC","Central African Republic","2014-10-09","",0,146,1
"1998","UPC","Central African Republic","2014-10-09","2017-11-23",1,392,1
"1999","Gwandere","Nigeria","2014-04-26","2014-08-19",1,57,3
"2000","Gulf Cartel - Los Fresitas faction","Mexico","2014-04-03","2014-12-31",1,34,1
"2001","Sinaloa Cartel - Los Salgueiro faction","Mexico","2014-02-05","2014-10-03",1,28,1
"2002","Los Rojos","Mexico","2014-07-08","",0,56,1
"2003","Los Rojos","Mexico","2014-07-08","",0,62,1
"2004","Los Rojos","Mexico","2014-07-08","2017-12-15",1,82,1
"2005","Islamic Front","Syria","2013-12-10","2014-05-29",1,195,1
"2006","SRF","Syria","2014-01-03","2014-02-15",1,476,1
"2007","Mujahideen Army","Syria","2014-01-02","2014-06-01",1,527,1
"2008","SRF","Syria","2014-07-25","2014-11-01",1,65,1
"2009","Islamic Front, Mujahideen Army, SRF","Syria","2014-01-10","2014-02-07",1,143,1
"2010","Jabhat Fateh al-Sham","Syria","2014-02-28","",0,82,1
"2011","Jabhat Fateh al-Sham","Syria","2014-02-28","2015-05-31",1,192,1
"2012","Tijuana Cartel","Mexico","1992-09-30","2004-08-16",1,49,1
"2013","Tijuana Cartel","Mexico","1992-09-30","",0,59,1
"2014","Tijuana Cartel","Mexico","1992-09-30","2007-12-31",1,146,1
"2015","Tijuana Cartel","Mexico","1992-09-30","2015-12-31",1,130,1
"2016","PYD","Syria","2014-01-26","2014-01-26",1,26,1
"2017","Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Mujahideen Army","Syria","2014-03-12","2014-03-20",1,130,1
"2018","Islamic Front, Jabhat Al-Kurd brigade, Jabhat Fateh al-Sham, Mujahideen Army","Syria","2014-01-31","2014-02-15",1,142,1
"2019","Islamic Front, Jabhat Fateh al-Sham","Syria","2014-01-06","2014-06-05",1,1197,1
"2020","Islamic Front, Mujahideen Army","Syria","2014-01-06","2014-02-04",1,38,1
"2021","Sendero Luminoso","Peru","1989-02-19","1991-10-21",1,50,1
"2022","Islamic Front, Jabhat Fateh al-Sham, Mujahideen Army","Syria","2014-02-09","2014-06-05",1,284,1
"2023","Islamic Front, Mujahideen Army, PYD, SRF","Syria","2014-01-29","2014-01-30",1,27,1
"2024","Guajiro Indians","Venezuela","1997-08-28","1997-08-28",1,30,3
"2025","Taleban","Afghanistan","2015-01-10","2015-01-10",1,50,1
"2026","Taleban","Afghanistan","2015-02-02","",0,292,1
"2027","Taleban","Afghanistan","2015-02-02","",0,181,1
"2028","Taleban","Afghanistan, Pakistan","2015-02-02","2017-12-07",1,343,1
"2029","Maphite","Nigeria","2008-10-06","2015-05-07",1,38,1
"2030","Salamat Baggara","Sudan","2015-02-02","",0,245,3
"2031","Salamat Baggara","Sudan","2015-02-02","2016-11-05",1,45,3
"2032","Rizeigat Baggara","Sudan","2015-07-19","2016-11-18",1,39,3
"2033","High Council of Afghanistan Islamic Emirate","Afghanistan","2015-08-03","",0,134,1
"2034","High Council of Afghanistan Islamic Emirate","Afghanistan","2015-08-03","",0,184,1
"2035","High Council of Afghanistan Islamic Emirate","Afghanistan","2015-08-03","2017-08-28",1,72,1
"2036","Forces of Hadi","Yemen","2015-01-26","",0,115,1
"2037","Forces of Hadi","Yemen","2015-01-26","",0,322,1
"2038","Forces of Hadi","Yemen","2015-01-26","2017-11-26",1,129,1
"2039","Forces of Hadi","Yemen","2015-03-21","",0,128,1
"2040","Forces of Hadi","Yemen","2015-03-21","",0,407,1
"2041","Forces of Hadi","Yemen","2015-03-21","2017-11-29",1,44,1
"2042","Sabaneta - Re-education sector gang","Venezuela","1994-01-03","1994-01-03",1,127,3
"2043","SDF","Syria","2015-09-03","",0,382,1
"2044","SDF","Syria","2015-09-03","",0,2870,1
"2045","SDF","Syria","2015-09-03","2017-12-31",1,4958,1
"2046","Nyangatom","Ethiopia","1997-03-31","2003-12-31",1,61,3
"2047","Hamar","Ethiopia","1999-12-31","1999-12-31",1,26,3
"2048","Yan Gora","Nigeria","2015-04-03","",0,142,1
"2049","Yan Gora","Nigeria","2015-04-03","2016-07-07",1,34,1
"2050","Thiyic Dinka","South Sudan","2015-10-10","2015-10-10",1,92,3
"2051","Taleban","Afghanistan","2015-11-08","2015-11-29",1,56,1
"2052","Zaghawa","Chad","2014-08-04","2017-12-25",1,25,3
"2053","Rup Dinka","South Sudan","2015-03-16","2015-03-16",1,78,3
"2054","GATIA","Mali","2015-01-28","",0,51,1
"2055","GATIA","Mali","2015-01-28","2017-07-26",1,47,1
"2056","CM-FPR, GATIA, MAA","Mali","2014-07-11","2014-07-20",1,61,1
"2057","IS","Libya","2015-01-02","",0,348,1
"2058","IS","Libya","2015-01-02","",0,87,1
"2059","IS","Libya","2015-01-02","2017-11-15",1,59,1
"2060","SDF","Syria","2016-02-05","2016-06-14",1,25,1
"2061","NDV","Nigeria","2016-01-04","",0,26,1
"2062","NDV","Nigeria","2016-01-04","2017-08-07",1,44,1
"2063","Jaysh al-Sanadid, Khabour Guards, MFS, PYD","Syria","2015-02-22","2015-05-31",1,828,1
"2064","Jaysh al-Sanadid, MFS, PYD","Syria","2015-02-23","2015-10-06",1,595,1
"2065","IS","Libya","2015-06-10","",0,133,1
"2066","IS","Libya","2015-06-10","2016-04-23",1,65,1
"2067","IS","Syria","2015-04-01","2015-12-24",1,134,1
"2068","IS","Syria","2015-07-03","2015-08-12",1,57,1
"2069","Shohadaa al-Yarmouk","Syria","2015-04-29","2015-11-15",1,234,1
"2070","IS","Syria","2015-02-09","2015-12-26",1,145,1
"2071","Jaysh al-Islam","Syria","2015-10-04","2017-08-11",1,26,1
"2072","Forces of the House of Representatives","Libya","2015-06-30","",0,29,1
"2073","Forces of the House of Representatives","Libya","2015-06-30","2017-08-11",1,31,1
"2074","Forces of the House of Representatives","Libya","2015-12-19","2015-12-19",1,26,1
"2075","Touareg","Libya, Niger","2015-03-20","2015-12-31",1,81,3
"2076","Zwai","Libya","2015-05-07","2015-09-21",1,85,3
"2077","Sinaloa Cartel - Los Salazar faction","Mexico","2015-03-31","2015-06-08",1,41,1
"2078","Sinaloa Cartel","Mexico","2015-12-31","",0,55,1
"2079","Sinaloa Cartel","Mexico","2015-12-31","",0,557,1
"2080","Sinaloa Cartel","Mexico","2015-12-31","2017-12-20",1,333,1
"2081","Forces of Damaso","Mexico","2014-11-01","2015-12-31",1,55,1
"2082","Forces of Damaso","Mexico","2014-11-01","2017-12-01",1,58,1
"2083","Sinaloa Cartel - Los 28 faction","Mexico","2015-01-19","2015-12-31",1,61,1
"2084","MEK","Iraq","2013-02-09","2015-10-29",1,26,1
"2085","IS","Syria","2015-01-28","2015-09-18",1,500,1
"2086","IS","Syria","2015-01-20","",0,692,1
"2087","IS","Syria","2015-01-20","2016-08-15",1,84,1
"2088","SDF","Syria","2015-10-02","",0,31,1
"2089","SDF","Syria","2015-10-02","2016-12-02",1,213,1
"2090","IS","Syria","2015-01-21","2015-11-30",1,51,1
"2091","Bamba","Uganda","2016-02-27","2016-04-30",1,30,3
"2092","UPC","Central African Republic","2016-12-23","2017-03-30",1,33,1
"2093","IS","Syria","2015-12-03","",0,223,1
"2094","IS","Syria","2015-12-03","2017-01-27",1,33,1
"2095","NSA","Syria","2016-02-11","2016-12-10",1,25,1
"2096","Fulani","Mali","2016-05-03","2016-10-10",1,28,3
"2097","Liwa al-Aqsa","Syria","2016-01-08","2016-12-29",1,40,1
"2098","IS","Syria","2015-01-05","",0,227,1
"2099","IS","Syria","2015-01-05","2016-03-25",1,56,1
"2100","SDF","Syria","2015-10-01","",0,56,1
"2101","SDF","Syria","2015-10-01","2016-04-06",1,74,1
"2102","Jaysh al-Jihad","Syria","2015-04-27","2015-05-06",1,70,1
"2103","Los Zetas - Juan Pedro Salvador Saldivar Farias faction","Mexico","2016-02-11","2016-02-11",1,48,1
"2104","ELN, FARC","Colombia","2003-12-30","2003-12-30",1,40,1
"2105","IS","Syria","2016-04-07","",0,560,1
"2106","IS","Syria","2016-04-07","2017-12-11",1,246,1
"2107","SDF","Syria","2016-08-22","",0,127,1
"2108","SDF","Syria","2016-08-22","2017-12-27",1,318,1
"2109","Tahrir al- Sham Army","Syria","2016-01-10","2016-11-09",1,100,1
"2110","Jaysh al-Asha’er","Syria","2017-01-21","2017-05-22",1,29,1
"2111","Awlad Serur","Sudan","2016-09-07","2016-09-07",1,43,3
"2112","Waat Dinka","South Sudan","2014-03-19","2016-01-06",1,62,3
"2113","Waat Dinka","South Sudan","2016-02-29","2016-02-29",1,86,3
"2114","Oku Iboku community","Nigeria","2016-12-29","2017-04-30",1,37,3
"2115","Fulani","Nigeria","2016-01-15","2016-12-28",1,58,3
"2116","Koulango , Lobi, Malinké","Ivory Coast","2016-03-25","2016-03-25",1,33,3
"2117","Mayi Mayi Mazembe, NDC-R","DR Congo","2016-07-14","2016-07-14",1,73,1
"2118","Uduk","South Sudan","2016-06-30","2016-12-26",1,48,3
"2119","Rizeigat Abbala","Sudan","2016-04-26","2016-06-22",1,26,3
"2120","Forces of the House of Representatives","Libya","2016-06-18","2017-06-02",1,63,1
"2121","Subol Al-Salam Brigade","Libya","2016-02-04","2016-10-20",1,44,1
"2122","IS","Syria","2016-01-06","",0,110,1
"2123","IS","Syria","2016-01-06","2017-02-14",1,32,1
"2124","SDF","Syria","2016-01-01","2016-02-20",1,44,1
"2125","UBA","Pakistan","2015-06-30","2015-06-30",1,26,1
"2126","La Nueva Familia","Mexico","2016-12-25","2017-12-31",1,43,1
"2127","LAFA","Syria","2014-01-15","2014-02-25",1,33,1
"2128","IS","Syria","2015-08-15","2015-12-26",1,68,1
"2129","Hezbollah","Syria","2014-02-24","2014-03-09",1,30,1
"2130","Chowe-Pende","DR Congo","2017-04-19","2017-04-25",1,58,1
"2131","Kababish","Sudan","2017-04-02","2017-04-02",1,53,3
"2132","PCC","Brazil","2016-10-16","2017-12-12",1,99,1
"2133","Mayi Mayi Mazembe","DR Congo","2017-06-25","2017-12-24",1,135,1
"2134","Wanikade community","Nigeria","2017-07-03","2017-07-03",1,150,3
"2135","Kadara","Nigeria","2017-07-15","2017-07-18",1,37,3
"2136","MPC","Central African Republic","2017-02-14","2018-01-01",1,79,1
"2137","Pangal","India","1993-05-03","1993-05-06",1,129,3
"2138","SPLM/A-North - MA faction","South Sudan, Sudan","2017-05-28","2017-08-13",1,72,1
"2139","Atuot Dinka","South Sudan","2017-06-23","2017-06-23",1,30,3
"2140","Aaro Aaro","Somalia","2017-08-09","2017-12-15",1,39,1
"2141","Jama'atu Ahlis Sunna Lidda'awati wal-Jihad","Cameroon","2016-12-24","2017-12-03",1,62,1
"2142","Irigwe","Nigeria","2010-12-03","",0,66,3
"2143","anti-Balaka","Central African Republic","2017-01-31","2017-11-26",1,54,1
"2144","FPRC","Central African Republic","2017-05-15","2017-12-10",1,367,1
"2145","Tahrir al-Sham","Syria","2017-01-28","2017-11-17",1,183,1
"2146","Rahman Corps, Tahrir al-Sham","Syria","2017-04-28","2017-09-11",1,210,1
"2147","Tahrir al-Sham","Syria","2017-02-09","2017-12-21",1,595,1
"2148","IS","Mali","2017-07-16","",0,36,1
"2149","MSA","Mali","2017-09-25","2017-10-15",1,25,1
"2150","Tahrir al-Sham","Syria","2017-08-31","2017-11-14",1,46,1
"2151","Tahrir al-Sham","Syria","2017-02-13","2017-10-06",1,346,1
"2152","Fulani","Nigeria","2012-06-10","",0,58,3
"2153","Fulani","Nigeria","2012-06-10","",0,109,3
"2154","Tahrir al-Sham","Lebanon","2017-07-22","2017-07-26",1,190,1
"2155","Saraya Ahl al-Sham, Tahrir al-Sham","Lebanon","2017-05-27","2017-05-27",1,33,1
"2156","Rup Dinka","South Sudan","2017-12-08","2017-12-08",1,172,3
"2157","CNRD","DR Congo","2017-04-28","2017-12-20",1,91,1
"2158","Sindicato RN","Brazil","2017-01-14","2017-01-14",1,30,3
"2159","Waat Dinka","South Sudan","2017-08-07","2017-08-07",1,44,3
"2160","Anas al-Dabbashi Brigade, Brigade 48","Libya","2017-09-19","2017-10-06",1,43,1
"2161","Batabwa","DR Congo","2017-01-14","2017-02-05",1,27,3
"2162","UPC","Central African Republic","2016-11-23","",0,146,1
"2163","UPC","Central African Republic","2016-11-23","2017-05-07",1,30,1
"2164","Peuhl militia","Central African Republic","2017-06-01","2017-10-31",1,62,1
"2165","Idnan","Algeria","2013-08-15","2013-08-20",1,27,3
"2166","GDE","Brazil","2017-05-03","",0,116,1
"2167","Thiyic Dinka","South Sudan","2017-12-17","2017-12-17",1,43,3
"2168","Southern Front, Tahrir al-Sham","Syria","2017-03-05","2017-12-24",1,161,1
"2169","IS","Syria","2017-01-29","2017-11-02",1,56,1
"2170","Forces of the House of Representatives","Libya","2014-05-16","2014-05-16",1,79,1
"2171","Forces of the House of Representatives","Libya","2014-06-02","2014-06-15",1,25,1
"2172","IS","Syria","2017-01-31","2017-02-28",1,252,1
